"inning","inningHalf","outcomeId","outcomeDescription","pitcherThrowHand","pitcherPitchCount","pitchSpeed","pitchZone","startingBalls","startingStrikes","startingOuts","Success","age","sprint_speed","Fastest","AvgSpeed","home_lead","pitchType","pitchTypeDescription"
6,"TOP","bB","Ball","L",79,91,10,0,1,2,1,28,27.1,96.3,89.1275942298744,-1,"SI","Sinker"
6,"TOP","bB","Ball","L",79,91,10,1,1,2,0,28,27.1,96.3,89.1275942298744,-1,"SI","Sinker"
1,"TOP","kKL","Strike Looking","L",11,78,3,0,1,2,1,28,27.9,96.3,89.1275942298744,0,"CU","Curveball"
7,"TOP","kKL","Strike Looking","L",18,91,11,2,0,2,1,35,26.1,93.8,88.5053986710963,-1,"FA","Fastball"
3,"TOP","kKL","Strike Looking","R",46,98,8,0,0,2,1,29,28.7,101.4,94.1405906593407,-1,"SI","Sinker"
6,"TOP","bB","Ball","R",86,83,11,1,0,1,0,29,28.7,93.3,87.1107681515258,-1,"FA","Fastball"
7,"BOT","bB","Ball","R",6,80,12,0,0,1,1,30,28,98.3,92.5752380952381,2,"CU","Curveball"
8,"BOT","kKL","Strike Looking","R",16,91,6,1,1,2,1,34,28.1,98.7,92.7442901234568,0,"SL","Slider"
5,"BOT","bB","Ball","L",68,83,12,0,1,1,1,30,28.4,95.9,88.9664701803051,3,"SL","Slider"
9,"BOT","kKL","Strike Looking","R",10,86,9,2,0,0,1,30,28.4,90.9,84.6117647058824,-1,"SI","Sinker"
10,"BOT","kKS","Strike Swinging","R",9,87,12,3,2,0,1,28,29.2,97.7,91.9408450704225,0,"SL","Slider"
9,"BOT","kKS","Strike Swinging","R",5,95,2,1,1,1,1,29,28.6,97.6,90.7578373015873,-2,"FA","Fastball"
2,"BOT","kKL","Strike Looking","L",19,82,2,0,1,0,1,31,29,100.5,92.9114197530864,0,"CU","Curveball"
6,"TOP","kKS","Strike Swinging","R",13,94,10,3,2,1,0,28,28.1,95.4,89.5995145631068,1,"FA","Fastball"
1,"BOT","bB","Ball","R",29,91,12,0,0,2,1,37,22.8,93.3,84.6869395711501,3,"FA","Fastball"
9,"TOP","kKS","Strike Swinging","R",23,87,7,0,1,1,0,27,29.1,93.9,87.8067796610169,-2,"SL","Slider"
1,"TOP","bB","Ball","R",7,93,13,2,1,0,0,26,30.4,99.2,90.5791819088793,0,"FA","Fastball"
3,"TOP","bB","Ball","R",49,94,13,1,0,1,1,26,30.4,99.2,90.5791819088793,3,"FA","Fastball"
7,"BOT","kKL","Strike Looking","R",95,89,4,0,0,2,0,35,28.4,95.9,89.5046264457643,-2,"SL","Slider"
1,"TOP","kKS","Strike Swinging","L",16,87,12,3,2,1,0,32,27.3,91.6,84.4447640117994,0,"FA","Fastball"
9,"BOT","kKS","Strike Swinging","R",18,88,12,3,2,1,0,30,25.8,99.1,92.7554121151936,0,"CH","Changeup"
8,"TOP","bB","Ball","R",6,83,13,1,2,2,1,31,26.7,98.4,90.426393728223,-2,"SL","Slider"
2,"TOP","bB","Ball","R",41,86,11,2,2,2,0,29,28.1,92.6,84.2245084269663,-3,"CT","Cutter"
1,"BOT","bDB","Dirt Ball","R",8,77,12,1,2,0,1,28,27.9,96.2,87.8561661759895,-1,"CU","Curveball"
5,"TOP","kKS","Strike Swinging","R",71,87,12,1,0,0,0,37,26.2,100.5,90.9065372168285,1,"CH","Changeup"
5,"BOT","bB","Ball","L",71,95,2,0,0,2,0,30,28.6,96.4,89.7305042016807,-1,"FA","Fastball"
9,"BOT","bPO","Pitch Out","R",12,92,13,0,1,0,0,35,28.4,99.2,93.5276067527309,0,"PI","Pitchout"
8,"BOT","kKL","Strike Looking","L",12,89,9,0,2,1,0,27,28.3,92.7,86.6702508960574,2,"FA","Fastball"
8,"BOT","kKL","Strike Looking","L",12,89,9,0,1,1,1,27,28.3,92.7,86.6702508960574,2,"FA","Fastball"
6,"TOP","bB","Ball","R",82,91,4,2,1,1,0,31,28.5,97.5,88.552803997779,0,"SI","Sinker"
8,"TOP","bB","Ball","L",6,93,13,0,0,1,1,29,29.4,94.3,87.5942549371634,-2,"SI","Sinker"
3,"TOP","bDB","Dirt Ball","L",51,86,12,2,2,2,1,27,27.9,93,86.7792617638771,0,"SL","Slider"
1,"TOP","kKS","Strike Swinging","L",10,88,11,3,2,0,1,27,27.9,93,86.7792617638771,0,"SL","Slider"
3,"TOP","bB","Ball","R",27,81,10,0,2,0,0,25,28,87.3,77.252186277995,2,"CH","Changeup"
7,"TOP","kKL","Strike Looking","R",6,97,8,0,0,1,1,29,28.6,100.4,93.7679738562092,-4,"FA","Fastball"
2,"TOP","bB","Ball","L",37,91,10,3,1,1,0,32,28.7,95.7,87.7855027760642,0,"SI","Sinker"
2,"TOP","bB","Ball","L",37,91,10,2,1,1,1,32,28.7,95.7,87.7855027760642,0,"SI","Sinker"
3,"BOT","bB","Ball","R",47,95,13,1,1,0,1,29,28.6,97.7,91.1365546218487,-1,"FA","Fastball"
4,"TOP","kKS","Strike Swinging","R",72,83,12,3,3,2,1,35,25.4,92.6,84.2245084269663,-1,"CH","Changeup"
4,"TOP","kKS","Strike Swinging","R",72,83,12,3,2,1,1,35,25.4,92.6,84.2245084269663,-1,"CH","Changeup"
4,"BOT","kFT","Foul Tip","R",76,91,6,2,1,1,1,34,28.1,98.4,89.3872859949481,2,"FA","Fastball"
3,"TOP","bB","Ball","R",39,82,11,1,0,2,0,33,25.7,92.6,84.2245084269663,0,"CH","Changeup"
4,"BOT","bB","Ball","R",45,87,10,0,2,1,1,25,27.6,90.7,84.3294539437397,-2,"FA","Fastball"
3,"BOT","bB","Ball","R",42,87,10,1,2,1,1,29,28.6,91.8,83.8506231054227,1,"FA","Fastball"
8,"TOP","-","SEE RUNNER(S) OUTCOME","L",0,0,0,1,2,2,1,35,25.4,92.6,84.9402969247084,-3,"",""
4,"TOP","kKL","Strike Looking","R",79,97,12,3,3,3,1,33,26.3,101.4,94.1405906593407,1,"FA","Fastball"
5,"BOT","bB","Ball","R",76,95,11,0,0,0,1,28,26.7,98.9,90.9254929577465,3,"FA","Fastball"
8,"TOP","bB","Ball","L",13,93,13,0,2,1,1,26,27.5,95,89.0902394106814,1,"FA","Fastball"
2,"BOT","bB","Ball","R",30,93,12,1,1,1,1,29,28.7,95.5,88.2470622624963,0,"FA","Fastball"
1,"BOT","kKS","Strike Swinging","R",15,95,8,3,1,1,0,30,25.9,97,89.8885632183908,-3,"FA","Fastball"
5,"TOP","bB","Ball","R",74,93,10,1,2,1,1,26,27.7,94.5,87.8171717171717,-1,"FA","Fastball"
15,"TOP","bB","Ball","R",70,88,13,0,0,2,0,32,28.1,92,84.9525354969574,0,"FA","Fastball"
15,"TOP","bB","Ball","R",70,84,13,1,0,3,1,32,28.1,92,84.9525354969574,0,"SL","Slider"
4,"BOT","bB","Ball","L",54,86,12,1,2,1,1,36,25.3,95.9,88.9664701803051,0,"SL","Slider"
7,"TOP","kKS","Strike Swinging","R",6,98,13,3,2,1,0,28,26.1,99.6,94.3358996539792,-1,"FA","Fastball"
2,"TOP","kKS","Strike Swinging","R",21,92,12,1,0,0,0,32,25.9,96.2,89.4476630713919,0,"FA","Fastball"
3,"BOT","bB","Ball","R",58,89,11,1,2,1,0,30,25.3,91,82.8592750533049,1,"FA","Fastball"
3,"TOP","bB","Ball","R",41,88,12,0,0,2,1,28,26.8,91,84.630038691523,2,"SI","Sinker"
2,"TOP","bB","Ball","R",21,92,13,0,0,2,1,32,27.2,95.8,87.754004576659,0,"FA","Fastball"
7,"BOT","bDB","Dirt Ball","R",7,81,12,1,2,2,1,27,28.2,92,84.9525354969574,0,"CH","Changeup"
3,"TOP","bB","Ball","R",35,91,12,1,0,0,1,26,29.4,96.6,88.0982944855031,0,"FA","Fastball"
1,"BOT","bB","Ball","R",10,78,12,0,0,1,1,29,28.3,93.4,86.6806425041186,-1,"CU","Curveball"
5,"BOT","bB","Ball","R",9,90,11,1,1,0,1,29,28.3,93.7,87.7791871921182,-1,"FA","Fastball"
5,"TOP","bB","Ball","R",72,90,11,0,0,1,0,29,28.2,96.6,88.0982944855031,0,"FA","Fastball"
3,"BOT","bB","Ball","R",52,92,12,1,0,2,1,29,28.3,93.8,86.2652086677368,0,"FA","Fastball"
4,"TOP","bDB","Dirt Ball","R",66,77,13,1,2,2,1,32,27.2,93.5,85.9274816469837,-2,"CU","Curveball"
1,"TOP","kKL","Strike Looking","R",12,94,4,2,0,1,1,33,28.8,96.6,88.0982944855031,0,"FA","Fastball"
4,"TOP","bB","Ball","R",57,87,10,1,2,0,1,28,26.8,96.6,88.0982944855031,-2,"CT","Cutter"
2,"TOP","kKS","Strike Swinging","R",52,84,11,0,1,2,1,27,29.2,98.1,90.5704621848739,-3,"CH","Changeup"
3,"TOP","bB","Ball","R",69,82,13,3,2,1,0,32,26.3,98.1,90.5704621848739,-3,"SL","Slider"
6,"BOT","bB","Ball","R",1,97,10,0,0,1,1,29,28.3,101.2,90.0159967845659,-1,"FA","Fastball"
8,"TOP","bB","Ball","R",9,87,12,0,1,2,1,29,27.5,98.8,90.3817737998373,-2,"SL","Slider"
4,"BOT","bB","Ball","R",87,91,13,1,2,2,0,28,27.4,96.6,88.790958690569,3,"FA","Fastball"
3,"TOP","kKS","Strike Swinging","L",44,84,12,2,1,1,1,26,28.2,96.6,88.3875874125874,1,"SL","Slider"
2,"BOT","bB","Ball","R",42,95,11,1,0,1,1,29,29.4,97.8,90.4255184088024,2,"FA","Fastball"
4,"BOT","kKL","Strike Looking","R",73,93,5,0,0,2,1,29,29.4,97.1,87.6840916125039,5,"FA","Fastball"
1,"TOP","kKL","Strike Looking","R",11,91,8,0,0,2,1,33,27.8,94.5,87.8171717171717,0,"FA","Fastball"
2,"BOT","kKS","Strike Swinging","R",22,92,13,2,1,0,0,30,27.3,95.2,88.6017747858017,0,"FA","Fastball"
1,"TOP","kKS","Strike Swinging","R",10,86,12,3,2,0,1,36,25,94.5,87.8171717171717,0,"CH","Changeup"
4,"BOT","bB","Ball","L",46,93,1,2,1,1,0,32,27.3,96.3,88.8212820512821,-2,"FA","Fastball"
5,"TOP","kKL","Strike Looking","R",13,83,11,0,1,1,1,27,27.9,94.9,88.2680297397769,-2,"CH","Changeup"
3,"BOT","bB","Ball","R",43,95,13,0,1,0,1,29,29.4,98,88.9162487462387,1,"FA","Fastball"
9,"TOP","bB","Ball","R",8,83,13,1,1,1,0,29,28,87.9,79.2537280701754,-2,"PI","Pitchout"
1,"BOT","bB","Ball","R",4,87,12,1,0,0,1,32,28.1,99,90.1620558375635,0,"CH","Changeup"
8,"TOP","bB","Ball","R",9,90,11,0,0,1,1,26,30.4,93.7,87.7791871921182,-3,"FA","Fastball"
7,"TOP","bB","Ball","R",12,92,13,1,0,1,1,32,28,95.8,87.998231292517,-2,"SI","Sinker"
7,"TOP","bB","Ball","L",5,93,12,1,2,2,1,36,25,95.7,89.0548387096774,0,"FA","Fastball"
6,"TOP","bB","Ball","R",95,79,11,2,1,1,1,25,28,95.7,88.349076733689,4,"SL","Slider"
5,"BOT","kKL","Strike Looking","R",12,95,3,0,0,0,1,26,29.4,100.4,93.7679738562092,-1,"FA","Fastball"
7,"BOT","kFT","Foul Tip","R",27,90,12,1,1,0,1,26,29.4,98.7,92.7442901234568,-1,"SL","Slider"
5,"BOT","kKL","Strike Looking","R",78,94,3,1,0,0,0,29,28,97.3,88.4025547445255,-2,"FA","Fastball"
5,"TOP","kKL","Strike Looking","R",69,87,6,0,0,2,1,32,26.8,95.3,88.4320754716981,-2,"CH","Changeup"
5,"TOP","bB","Ball","R",97,92,10,1,1,2,1,32,26.9,95.2,88.6017747858017,0,"FA","Fastball"
1,"TOP","kKS","Strike Swinging","R",19,94,6,3,2,1,1,30,27.5,95.2,88.6017747858017,0,"FA","Fastball"
9,"TOP","kKL","Strike Looking","R",14,89,9,0,0,2,0,28,28.6,95,88.9759036144578,-3,"FA","Fastball"
9,"BOT","kKL","Strike Looking","R",15,94,2,1,1,1,0,28,29.9,96.9,90.2055253623188,-1,"FA","Fastball"
8,"TOP","bB","Ball","R",1,93,11,0,0,1,1,39,29.1,96.1,90.9769230769231,0,"FA","Fastball"
4,"TOP","kKL","Strike Looking","R",10,89,7,0,2,1,1,33,25.3,93.2,85.4592574499267,0,"FA","Fastball"
1,"TOP","bB","Ball","R",18,92,13,1,1,1,0,30,27.9,95.2,88.6017747858017,0,"FA","Fastball"
9,"TOP","bB","Ball","R",15,89,12,1,2,2,1,30,27.3,96.9,88.4505353319058,-1,"SL","Slider"
1,"BOT","bDB","Dirt Ball","R",7,83,12,1,2,2,1,31,28.5,95.3,87.6938892233594,0,"CH","Changeup"
1,"BOT","bDB","Dirt Ball","R",7,83,12,0,2,1,0,31,28.5,95.3,87.6938892233594,0,"CH","Changeup"
9,"TOP","bPO","Pitch Out","R",14,95,11,0,2,2,0,30,26.4,98,89.3102827763496,0,"PI","Pitchout"
9,"BOT","bB","Ball","R",9,98,13,0,1,1,0,31,28.5,100.1,93.28,0,"FA","Fastball"
8,"TOP","bDB","Dirt Ball","R",22,85,12,0,2,2,1,29,28.3,96.6,85.6753737906772,-1,"CH","Changeup"
6,"TOP","bB","Ball","R",87,85,11,2,0,1,1,33,27.8,98.1,90.5704621848739,-1,"SL","Slider"
3,"TOP","bB","Ball","L",54,87,12,2,2,2,1,28,27.1,96.3,88.3601762114537,0,"CT","Cutter"
1,"TOP","bB","Ball","L",8,90,10,0,1,1,1,28,27.9,96.3,88.3601762114537,0,"FA","Fastball"
4,"TOP","bB","Ball","L",60,86,12,1,0,0,1,31,29,92.9,85.9872606161532,-2,"CT","Cutter"
8,"BOT","bB","Ball","R",19,94,3,1,2,2,1,28,28.7,97,90.6313852813853,-1,"FA","Fastball"
7,"TOP","bB","Ball","R",8,94,11,0,0,1,1,28,26.7,97.8,92.8384615384615,0,"FA","Fastball"
1,"BOT","kKL","Strike Looking","R",3,90,6,0,0,0,1,31,28.5,95.5,88.2470622624963,0,"FA","Fastball"
1,"BOT","bB","Ball","R",5,92,11,1,1,0,0,28,28.7,98,90.8314715359828,0,"FA","Fastball"
5,"BOT","bB","Ball","R",67,81,13,1,1,0,1,28,27.1,97.1,87.6840916125039,-4,"CU","Curveball"
11,"BOT","bB","Ball","R",13,87,11,2,1,0,0,30,27.5,98.6,91.7855585831063,0,"CH","Changeup"
9,"BOT","bDB","Dirt Ball","R",19,94,12,0,0,2,1,32,28.1,95,87.5200477326969,0,"FA","Fastball"
10,"TOP","bDB","Dirt Ball","R",13,87,12,1,2,2,1,27,28,97.9,90.6571872571873,0,"SL","Slider"
6,"BOT","bB","Ball","R",6,98,10,2,0,1,1,26,27.7,101.2,90.0159967845659,3,"CT","Cutter"
4,"TOP","bDB","Dirt Ball","L",12,80,11,1,0,1,1,28,26.7,94.3,86.7424354243542,2,"CU","Curveball"
2,"BOT","bB","Ball","R",34,90,12,0,0,1,1,26,30.3,94,84.650621957815,1,"FA","Fastball"
7,"TOP","bB","Ball","R",1,95,11,0,0,2,1,29,29.3,96.4,89.2888030888031,-1,"FA","Fastball"
5,"TOP","bB","Ball","R",66,82,10,0,1,0,1,29,29.4,87.3,77.252186277995,0,"FA","Fastball"
4,"TOP","kKS","Strike Swinging","R",46,91,10,1,1,1,0,30,28,95.2,85.0974489795918,1,"FA","Fastball"
3,"BOT","kKL","Strike Looking","R",48,93,6,1,1,1,1,34,25.9,95,88.765206185567,-2,"FA","Fastball"
6,"BOT","bB","Ball","L",87,90,12,0,0,1,1,25,28,93.8,86.9719236760125,1,"FA","Fastball"
1,"TOP","bDB","Dirt Ball","R",17,87,12,2,1,1,1,29,27.5,96.9,88.7281210592686,0,"SL","Slider"
2,"BOT","kKL","Strike Looking","R",35,78,8,1,0,1,1,29,29.5,96.6,88.790958690569,1,"CU","Curveball"
5,"TOP","bB","Ball","R",73,92,10,0,1,1,0,30,25.8,94.7,87.3943733022895,1,"FA","Fastball"
1,"BOT","bB","Ball","R",10,96,2,0,0,2,1,29,28,99,91.9214359504132,0,"FA","Fastball"
6,"TOP","kKL","Strike Looking","R",10,85,8,0,1,2,1,28,27.2,98.3,91.6724014336918,-3,"SL","Slider"
1,"TOP","bB","Ball","R",22,94,13,1,2,2,1,36,26.2,98,91.4274676375405,-2,"FA","Fastball"
5,"BOT","bB","Ball","R",76,87,11,0,2,2,0,29,26.8,98,91.3646244229962,1,"CH","Changeup"
5,"TOP","bB","Ball","R",53,90,13,0,1,0,1,31,29,98,91.3646244229962,0,"SL","Slider"
14,"BOT","kKL","Strike Looking","R",24,92,2,0,0,2,1,26,30.4,98.4,91.2376091954023,0,"FA","Fastball"
6,"TOP","bB","Ball","L",101,89,13,1,2,2,1,32,25.7,93.1,83.1792692613185,0,"FA","Fastball"
9,"BOT","kKL","Strike Looking","R",13,96,6,1,0,2,0,29,29.5,98.7,91.7996466431095,-1,"FA","Fastball"
7,"BOT","bB","Ball","R",8,93,11,1,0,1,1,29,29.5,98.6,91.7855585831063,1,"FA","Fastball"
1,"BOT","bB","Ball","R",11,89,10,0,0,0,1,29,29.5,94.6,84.1247819063005,0,"SI","Sinker"
2,"BOT","kKL","Strike Looking","R",26,93,8,3,2,1,0,36,26.1,95.5,88.2470622624963,-1,"FA","Fastball"
7,"TOP","kKL","Strike Looking","R",1,91,4,0,0,1,0,28,27.1,97.3,89.6167853509664,-1,"SL","Slider"
1,"BOT","bB","Ball","L",15,89,13,0,0,0,0,32,28.7,92.1,85.1774613506916,1,"FA","Fastball"
4,"TOP","bDB","Dirt Ball","R",9,81,11,1,2,0,1,30,28.6,97.3,89.6167853509664,-3,"CU","Curveball"
3,"BOT","kKS","Strike Swinging","R",15,91,3,3,2,1,0,32,26.8,97.2,91.5511111111111,5,"SI","Sinker"
3,"BOT","bB","Ball","R",28,87,13,0,1,0,0,29,27.1,95.9,89.5046264457643,0,"SL","Slider"
5,"BOT","kKS","Strike Swinging","R",98,92,1,1,1,2,1,32,26.8,97.3,87.9906436233611,-1,"FA","Fastball"
6,"BOT","bB","Ball","R",14,87,13,0,2,0,1,29,27.1,94.7,87.5335243553009,3,"SL","Slider"
4,"BOT","bB","Ball","R",59,82,11,1,2,2,1,32,26.8,93.5,85.9274816469837,-1,"CH","Changeup"
1,"TOP","bB","Ball","R",14,93,8,0,0,2,1,31,28.3,94.7,87.3943733022895,0,"FA","Fastball"
7,"BOT","bB","Ball","R",23,94,13,2,2,2,0,32,25.5,98.4,90.426393728223,1,"FA","Fastball"
9,"TOP","bB","Ball","L",7,91,11,0,0,0,1,36,25,92.1,85.2381778741865,-4,"FA","Fastball"
6,"TOP","kKL","Strike Looking","L",3,81,9,1,1,2,1,31,27.2,92.1,85.2381778741865,-1,"SL","Slider"
9,"BOT","bB","Ball","R",4,87,11,2,1,2,0,29,28.7,87.9,79.2537280701754,0,"FA","Fastball"
1,"TOP","kKL","Strike Looking","L",9,76,2,2,0,0,1,33,26.7,94.3,85.487557840617,0,"CH","Changeup"
1,"TOP","kKL","Strike Looking","R",8,93,8,3,0,1,1,27,29.5,95.6,90.2889182058047,0,"FA","Fastball"
6,"TOP","kKS","Strike Swinging","R",71,83,12,2,1,0,0,34,26.4,93.8,86.2652086677368,-2,"SP","Splitter"
1,"TOP","kKL","Strike Looking","R",13,89,3,3,2,1,0,32,25.9,93.6,86.6361177028951,0,"FA","Fastball"
5,"TOP","bB","Ball","R",80,84,11,1,2,0,1,28,27.4,93.8,86.2652086677368,2,"SP","Splitter"
3,"TOP","bPO","Pitch Out","R",44,84,13,0,0,0,1,28,27.4,93.8,86.2652086677368,0,"FA","Fastball"
8,"BOT","kKS","Strike Swinging","R",23,85,11,3,2,1,1,28,27.3,95,87.5200477326969,4,"FO","Forkball"
1,"TOP","kKL","Strike Looking","R",9,93,3,0,0,0,1,26,30.4,97.9,88.6657084188912,0,"FA","Fastball"
2,"BOT","kKL","Strike Looking","R",28,76,9,2,1,2,1,29,26.7,91,84.630038691523,0,"CU","Curveball"
1,"BOT","kKS","Strike Swinging","R",10,93,3,3,2,0,0,26,30.4,96,90.6911640953717,0,"FA","Fastball"
1,"BOT","bB","Ball","R",6,92,13,0,0,0,1,26,30.4,95,88.765206185567,-1,"FA","Fastball"
8,"BOT","bB","Ball","R",5,96,12,0,0,0,1,29,26.7,98.7,92.7442901234568,-1,"FA","Fastball"
7,"BOT","bB","Ball","R",2,94,13,0,1,2,1,26,30.4,98.3,91.6724014336918,-4,"FA","Fastball"
3,"BOT","bB","Ball","R",51,96,10,2,2,2,1,26,30.4,99.8,90.6929650613787,-1,"FA","Fastball"
4,"BOT","kKL","Strike Looking","R",59,92,2,1,1,2,0,29,26.7,96.9,88.4505353319058,-1,"FA","Fastball"
2,"BOT","kKS","Strike Swinging","L",24,84,8,1,1,1,1,29,26.7,93.8,86.9719236760125,0,"CH","Changeup"
8,"BOT","bB","Ball","R",9,95,12,1,0,1,1,26,30.4,98.9,92.4140374331551,2,"FA","Fastball"
1,"BOT","kKS","Strike Swinging","R",10,94,4,2,2,0,0,26,30.4,96.6,88.790958690569,0,"FA","Fastball"
7,"TOP","bB","Ball","L",4,91,11,1,2,2,0,35,28.4,94,87.8268456375839,-2,"FA","Fastball"
7,"TOP","bB","Ball","R",7,82,11,0,1,0,1,26,29.4,98,89.3102827763496,2,"CH","Changeup"
7,"BOT","kKL","Strike Looking","R",18,82,8,1,1,2,1,28,28.7,94.5,85.9550646551724,2,"CH","Changeup"
2,"BOT","-","SEE RUNNER(S) OUTCOME","L",0,0,0,0,0,1,1,25,28,94.5,87.0543689320388,5,"",""
1,"BOT","kKL","Strike Looking","L",9,80,8,0,0,2,1,25,28,95,87.1629374337222,0,"SL","Slider"
9,"TOP","kKL","Strike Looking","R",14,97,4,2,1,2,1,30,26.3,98.4,90.426393728223,-2,"FA","Fastball"
9,"TOP","kKL","Strike Looking","R",15,97,5,0,0,1,1,28,29.2,101,91.7561151079137,0,"FA","Fastball"
1,"TOP","bB","Ball","L",6,94,13,1,1,1,0,30,28.4,96.3,88.4460057747834,0,"FA","Fastball"
10,"BOT","bB","Ball","L",1,82,12,0,0,2,1,29,28.1,93.5,84.8111543450065,0,"SL","Slider"
4,"TOP","-","SEE RUNNER(S) OUTCOME","L",0,0,0,3,2,0,1,25,27.6,96.3,88.4460057747834,1,"",""
9,"TOP","kKL","Strike Looking","R",3,81,8,1,0,0,1,28,27.2,97.6,90.7578373015873,0,"CH","Changeup"
3,"TOP","bB","Ball","R",47,87,10,0,1,2,0,32,26.6,93.3,87.1107681515258,-1,"FA","Fastball"
4,"TOP","kKS","Strike Swinging","R",62,81,8,2,0,2,1,28,28.1,93.3,87.1107681515258,-1,"CH","Changeup"
7,"TOP","kKL","Strike Looking","R",4,98,8,0,0,1,1,30,25.8,98.8,93.1369874476987,1,"FA","Fastball"
8,"TOP","kKL","Strike Looking","R",9,95,4,0,2,1,0,29,28.6,97.7,91.9408450704225,0,"FA","Fastball"
2,"BOT","bB","Ball","R",28,92,11,1,1,2,0,30,27.6,93.6,86.6361177028951,0,"FA","Fastball"
9,"TOP","bB","Ball","R",9,92,11,0,0,2,1,28,29.9,97.6,90.7578373015873,1,"FA","Fastball"
7,"BOT","kKL","Strike Looking","R",13,92,11,1,1,1,0,28,27.4,96.1,89.999577167019,1,"FA","Fastball"
8,"TOP","kKL","Strike Looking","R",15,97,6,2,1,1,0,29,26.8,99.6,94.3358996539792,1,"FA","Fastball"
9,"TOP","kKS","Strike Swinging","R",13,92,4,0,0,2,0,28,27.4,98,92.6314705882353,-4,"CT","Cutter"
1,"TOP","bB","Ball","R",10,82,11,0,0,2,1,28,27.4,95,88.358908045977,0,"CU","Curveball"
2,"BOT","kKS","Strike Swinging","R",22,86,3,2,2,1,1,36,25.3,96.7,89.4685254691689,0,"SP","Splitter"
3,"TOP","kKL","Strike Looking","R",35,81,6,0,0,1,1,25,27.1,95,88.358908045977,-1,"CU","Curveball"
1,"TOP","kKS","Strike Swinging","L",15,94,4,2,2,1,1,33,26.7,95.6,86.1528451882845,0,"FA","Fastball"
3,"TOP","bB","Ball","L",59,82,13,1,2,1,1,31,26.7,96,87.0491166077739,3,"CH","Changeup"
7,"TOP","kKS","Strike Swinging","R",20,93,3,0,0,0,1,29,26.7,96.6,90.1951255539143,0,"FA","Fastball"
7,"TOP","bB","Ball","L",15,88,3,0,2,2,1,27,28.3,94.7,89.1520833333333,-2,"CH","Changeup"
1,"BOT","bDB","Dirt Ball","L",12,77,12,0,1,2,1,34,25.6,92.6,84.7209312259718,0,"CU","Curveball"
5,"TOP","bB","Ball","R",84,98,13,1,2,1,1,32,26.6,101.4,94.1405906593407,-3,"FA","Fastball"
5,"TOP","bB","Ball","R",71,90,11,2,1,2,1,28,27.9,96.9,88.412927756654,0,"CT","Cutter"
6,"BOT","bB","Ball","R",28,94,11,1,0,2,0,33,26.7,97.4,92.140367965368,1,"FA","Fastball"
5,"TOP","bB","Ball","L",74,86,11,1,0,1,1,26,27.9,93.1,83.1792692613185,-4,"CT","Cutter"
1,"BOT","kKS","Strike Swinging","R",13,90,13,3,3,2,1,31,28.3,98,91.0095447870778,0,"SL","Slider"
8,"TOP","kKL","Strike Looking","R",4,97,4,0,0,0,1,32,28.7,99.2,93.5276067527309,1,"FA","Fastball"
8,"BOT","bDB","Dirt Ball","R",16,83,13,0,2,2,1,33,25.3,97.3,89.6167853509664,0,"SL","Slider"
9,"BOT","kKS","Strike Swinging","R",13,94,10,3,2,0,1,28,28.5,96.6,91.054433713784,0,"CT","Cutter"
4,"BOT","kKL","Strike Looking","R",43,82,2,0,0,2,1,33,25.3,92.2,87.3725344644751,2,"CH","Changeup"
1,"TOP","bB","Ball","R",18,84,12,1,2,2,1,26,27.5,94.9,86.7279373368146,-1,"CH","Changeup"
1,"TOP","kKS","Strike Swinging","R",15,85,11,3,2,1,0,34,25.4,93.4,86.6806425041186,-1,"CH","Changeup"
7,"TOP","-","SEE RUNNER(S) OUTCOME","L",0,0,0,1,0,2,1,28,27.4,95.7,89.0548387096774,0,"",""
2,"TOP","kKL","Strike Looking","R",45,92,6,0,0,2,1,27,28,95.7,88.349076733689,-3,"FA","Fastball"
2,"TOP","bB","Ball","R",23,90,11,0,0,2,1,29,29.5,96.2,87.8561661759895,0,"FA","Fastball"
9,"TOP","bB","Ball","R",14,94,13,1,0,2,1,29,29.5,97,90.6313852813853,-5,"FA","Fastball"
6,"BOT","bB","Ball","L",3,94,12,2,0,1,1,27,29.2,96.4,90.8479865771812,2,"FA","Fastball"
2,"TOP","bB","Ball","R",36,77,12,0,2,1,1,29,26.8,96.2,90.0391184573003,4,"CU","Curveball"
1,"TOP","bB","Ball","R",6,93,10,0,0,0,0,29,28,96.2,90.0391184573003,0,"FA","Fastball"
1,"TOP","kKL","Strike Looking","L",13,81,7,1,0,2,0,36,28.6,92.6,84.7209312259718,-1,"SP","Splitter"
4,"BOT","kKL","Strike Looking","R",62,89,7,0,0,1,1,33,26.3,96.9,88.4505353319058,4,"FA","Fastball"
3,"TOP","kFT","Foul Tip","R",50,73,5,1,1,1,0,28,27.4,96.2,87.8561661759895,-1,"CU","Curveball"
7,"BOT","bB","Ball","R",24,89,11,2,1,2,1,25,28.6,93.4,86.0326959847036,3,"FA","Fastball"
2,"BOT","bB","Ball","L",30,85,10,1,0,1,0,33,26.7,87.7,80.7913544668588,3,"FA","Fastball"
4,"BOT","kKS","Strike Swinging","R",62,82,13,0,0,0,0,36,25.3,101.6,91.8445738239404,4,"SL","Slider"
7,"BOT","kKL","Strike Looking","R",9,79,6,0,1,0,1,33,26.7,98.1,88.8924836601307,4,"SL","Slider"
6,"TOP","kKS","Strike Swinging","R",16,85,9,3,2,1,0,28,26.7,96.3,90.2769647696477,-3,"CH","Changeup"
